Protein	G_niphandrodes_count
XP_011133130.1 hypothetical protein GNI_163890	1
XP_011133128.1 C2 domain protein, partial	1
XP_011133127.1 C2 domain protein	1
XP_011133126.1 hypothetical protein GNI_163670	1
XP_011133125.1 putative tRNA nucleotidyltransfe...	1
XP_011133124.1 peptidase M16 inactive domain pr...	1
XP_011133122.1 hypothetical protein GNI_163630	1
XP_011133112.1 putative protein phosphatase 2A ...	1
XP_011133121.1 hypothetical protein GNI_163620	1
XP_011133120.1 putative 26S proteasome non-ATPa...	1
XP_011133119.1 putative CDP-diacylglycerol-inos...	1
XP_011133118.1 calcium/proton exchanger	1
XP_011133117.1 hypothetical protein GNI_163580	1
XP_011133116.1 RING finger protein	1
XP_011133115.1 hypothetical protein GNI_163470	1
XP_011133114.1 hypothetical protein GNI_163460,...	1
XP_011133113.1 protein kinase, partial	1
XP_011132988.1 putative kelch repeat protein	1
XP_011132987.1 protein kinase domain protein	1
XP_011132986.1 putative vacuolar ATP synthase s...	1
XP_011132862.1 hypothetical protein GNI_154790	1
XP_011132860.1 hypothetical protein GNI_154680,...	1
XP_011132859.1 hypothetical protein GNI_154570	1
XP_011132858.1 putative transmembrane protein	1
XP_011132857.1 Rad17 cell cycle checkpoint protein	1
XP_011132856.1 putative replication factor C su...	1
XP_011132855.1 hypothetical protein GNI_154440	1
XP_011132854.1 hypothetical protein GNI_154430	1
XP_011132853.1 putative transmembrane protein	1
XP_011132852.1 hypothetical protein GNI_154410	1
XP_011132851.1 hypothetical protein GNI_154400	1
XP_011132850.1 hypothetical protein GNI_154300	1
XP_011132849.1 hypothetical protein GNI_154200,...	1
XP_011132848.1 RNA-directed DNA polymerase	1
XP_011132847.1 putative transmembrane protein	1
XP_011132846.1 putative transmembrane protein	1
XP_011132845.1 hypothetical protein GNI_154070	1
XP_011132844.1 hypothetical protein GNI_154060	1
XP_011132843.1 hypothetical protein GNI_153960	1
XP_011132842.1 putative Pol polyprotein	1
XP_011132841.1 putative transmembrane protein	1
XP_011132840.1 putative transmembrane protein	1
XP_011132861.1 hypothetical protein GNI_154690,...	1
XP_011132863.1 hypothetical protein GNI_154800	1
XP_011132985.1 hypothetical protein GNI_157550	1
XP_011132864.1 hypothetical protein GNI_154810	1
XP_011132885.1 FolB domain protein	1
XP_011132884.1 hypothetical protein GNI_155460	1
XP_011132883.1 putative histidine-rich protein III	1
XP_011132882.1 hypothetical protein GNI_155440	1
XP_011132881.1 cullin-binding domain protein	1
XP_011132880.1 histone chaperone ASF1	1
XP_011132879.1 hypothetical protein GNI_155320	1
XP_011132878.1 putative PPPDE peptidase domain ...	1
XP_011132877.1 aminopeptidase N	1
XP_011132876.1 hypothetical protein GNI_155200,...	1
XP_011132875.1 putative transmembrane protein	1
XP_011132874.1 hypothetical protein GNI_155090	1
XP_011132873.1 hypothetical protein GNI_155080	1
XP_011132872.1 hypothetical protein GNI_155070	1
XP_011132871.1 putative transmembrane protein	1
XP_011132870.1 hypothetical protein GNI_155050	1
XP_011132869.1 hypothetical protein GNI_155040	1
XP_011132868.1 hypothetical protein GNI_155030	1
XP_011132867.1 hypothetical protein GNI_154930,...	1
XP_011132866.1 polyprotein	1
XP_011132865.1 hypothetical protein GNI_154910	1
XP_011132839.1 hypothetical protein GNI_153740	1
XP_011132838.1 hypothetical protein GNI_153640	1
XP_011132837.1 hypothetical protein GNI_153540	1
XP_011132836.1 hypothetical protein GNI_153530	1
XP_011132811.1 hypothetical protein GNI_152560,...	1
XP_011132810.1 DNA-directed RNA polymerase, par...	1
XP_011132809.1 tRNA intron endonuclease, cataly...	1
XP_011132808.1 thioredoxin domain protein	1
XP_011132807.1 hypothetical protein GNI_152430	1
XP_011132806.1 phosphatidate cytidylyltransferase	1
XP_011132805.1 hypothetical protein GNI_152410	1
XP_011132804.1 cyclin, partial	1
XP_011132803.1 myosin, partial	1
XP_011132802.1 hypothetical protein GNI_152110	1
XP_011132801.1 60S ribosomal protein L27a	1
XP_011132800.1 hypothetical protein GNI_152090	1
XP_011132799.1 hypothetical protein GNI_152080	1
XP_011132798.1 putative 60S ribosomal protein L...	1
XP_011132797.1 AT hook motif protein	1
XP_011132796.1 sodium/hydrogen exchanger, partial	1
XP_011132795.1 putative sodium/hydrogen exchanger	1
XP_011132794.1 RNA methyltransferase	1
XP_011132793.1 hypothetical protein GNI_151930	1
XP_011132792.1 hypothetical protein GNI_151920	1
XP_011132791.1 hypothetical protein GNI_151820,...	1
XP_011132812.1 hypothetical protein GNI_152570	1
XP_011132813.1 hypothetical protein GNI_152580	1
XP_011132814.1 RNA recognition motif protein	1
XP_011132826.1 hypothetical protein GNI_152890	1
XP_011132835.1 hypothetical protein GNI_153430,...	1
XP_011132834.1 hypothetical protein GNI_153330,...	1
XP_011132833.1 hypothetical protein GNI_153230	1
XP_011132832.1 hypothetical protein GNI_153130,...	1
XP_011132831.1 hypothetical protein GNI_153030	1
XP_011132830.1 hypothetical protein GNI_152930,...	1
XP_011132829.1 hypothetical protein GNI_152920	1
XP_011132828.1 hypothetical protein GNI_152910	1
XP_011132827.1 hypothetical protein GNI_152900	1
XP_011132825.1 hypothetical protein GNI_152880	1
XP_011132815.1 hypothetical protein GNI_152600	1
XP_011132824.1 hypothetical protein GNI_152870	1
XP_011132823.1 hypothetical protein GNI_152860	1
XP_011132822.1 hypothetical protein GNI_152760	1
XP_011132821.1 putative mucin	1
XP_011132820.1 hypothetical protein GNI_152740	1
XP_011132819.1 hypothetical protein GNI_152730	1
XP_011132818.1 hypothetical protein GNI_152720	1
XP_011132817.1 putative NAD(P) transhydrogenase...	1
XP_011132816.1 NAD(P) transhydrogenase	1
XP_011132886.1 putative RNA polymerase III tran...	1
XP_011132887.1 hypothetical protein GNI_155580	1
XP_011132888.1 putative RNA-binding protein	1
XP_011132938.1 putative transmembrane protein, ...	1
XP_011132960.1 hypothetical protein GNI_157120	1
XP_011132959.1 hypothetical protein GNI_157110	1
XP_011132958.1 hypothetical protein GNI_157100	1
XP_011132957.1 putative transmembrane protein	1
XP_011132956.1 hypothetical protein GNI_157080	1
XP_011132955.1 putative transmembrane protein	1
XP_011132954.1 putative transmembrane protein	1
XP_011132953.1 hypothetical protein GNI_157050	1
XP_011132952.1 LPS glycosyltransferase	1
XP_011132951.1 putative ribosome biogenesis pro...	1
XP_011132950.1 hypothetical protein GNI_157020	1
XP_011132949.1 protease prsW family protein	1
XP_011132948.1 putative transmembrane protein	1
XP_011132947.1 putative leucyl-tRNA synthetase	1
XP_011132946.1 integral membrane protein	1
XP_011132945.1 putative transmembrane protein	1
XP_011132944.1 hypothetical protein GNI_156960	1
XP_011132943.1 putative regulator of nonsense t...	1
XP_011132942.1 hypothetical protein GNI_156850	1
XP_011132941.1 hexokinase	1
XP_011132940.1 tubulin-binding cofactor C	1
XP_011132961.1 DENN (AEX-3) domain protein	1
XP_011132962.1 putative oocyst wall protein	1
XP_011132963.1 hypothetical protein GNI_157240	1
XP_011132975.1 40S ribosomal protein S21	1
XP_011132984.1 SON protein	1
XP_011132983.1 hypothetical protein GNI_157530	1
XP_011132982.1 putative SON protein	1
XP_011132981.1 putative midasin	1
XP_011132980.1 DNA repair Rad51-like protein	1
XP_011132979.1 putative tRNA wybutosine-synthes...	1
XP_011132978.1 aspartyl aminopeptidase	1
XP_011132977.1 DEK carboxy-terminal domain protein	1
XP_011132976.1 ATPase	1
XP_011132974.1 diphthamide biosynthesis protein 1	1
XP_011132964.1 putative small nuclear ribonucle...	1
XP_011132973.1 hypothetical protein GNI_157340	1
XP_011132972.1 RNA recognition motif protein	1
XP_011132971.1 hypothetical protein GNI_157320	1
XP_011132970.1 cyclin-dependent protein kinase-...	1
XP_011132969.1 FAD-binding domain protein	1
XP_011132968.1 hypothetical protein GNI_157290	1
XP_011132967.1 signal peptidase 21 kDa subunit	1
XP_011132966.1 putative transcription factor	1
XP_011132965.1 putative transmembrane protein	1
XP_011132939.1 putative 26S proteasome non-ATPa...	1
XP_011132937.1 glutaredoxin	1
XP_011132889.1 peptidase S8 family domain protein	1
XP_011132936.1 hypothetical protein GNI_156610	1
XP_011132910.1 RNA recognition motif protein	1
XP_011132909.1 hypothetical protein GNI_155800	1
XP_011132908.1 AAA family ATPase	1
XP_011132907.1 hypothetical protein GNI_155780	1
XP_011132906.1 putative importin beta	1
XP_011132905.1 putative methyltransferase	1
XP_011132904.1 putative oocyst wall protein	1
XP_011132903.1 prenyltransferase-like protein	1
XP_011132902.1 hypothetical protein GNI_155730	1
XP_011132901.1 hypothetical protein GNI_155720	1
XP_011132900.1 hypothetical protein GNI_155710	1
XP_011132899.1 phosphorylase	1
XP_011132898.1 hypothetical protein GNI_155690	1
XP_011132897.1 hypothetical protein GNI_155680	1
XP_011132896.1 hypothetical protein GNI_155670	1
XP_011132895.1 putative structural maintenance ...	1
XP_011132894.1 hypothetical protein GNI_155650	1
XP_011132893.1 helicase	1
XP_011132892.1 3'5'-cyclic nucleotide phosphodi...	1
XP_011132891.1 hypothetical protein GNI_155620	1
XP_011132890.1 peptidase S8 family domain protein	1
XP_011132911.1 putative transmembrane protein	1
XP_011132912.1 hypothetical protein GNI_155830	1
XP_011132913.1 LPS glycosyltransferase	1
XP_011132926.1 hypothetical protein GNI_156420	1
XP_011132935.1 RING finger protein	1
XP_011132934.1 putative zinc finger protein	1
XP_011132933.1 hypothetical protein GNI_156580	1
XP_011132932.1 putative transmembrane protein	1
XP_011132931.1 putative transmembrane protein	1
XP_011132930.1 hypothetical protein GNI_156550	1
XP_011132929.1 hypothetical protein GNI_156540	1
XP_011132928.1 protein phosphatase	1
XP_011132927.1 hypothetical protein GNI_156520	1
XP_011132925.1 coronin	1
XP_011132914.1 hypothetical protein GNI_155850	1
XP_011132924.1 hypothetical protein GNI_156400	1
XP_011132922.1 hypothetical protein GNI_156200,...	1
XP_011132921.1 putative transmembrane protein	1
XP_011132920.1 hypothetical protein GNI_156180,...	1
XP_011132919.1 hypothetical protein GNI_156080,...	1
XP_011132918.1 hypothetical protein GNI_155980,...	1
XP_011132917.1 hypothetical protein GNI_155880	1
XP_011132916.1 hypothetical protein GNI_155870	1
XP_011132915.1 hypothetical protein GNI_155860	1
XP_011132396.1 TPR repeat protein	1
XP_011132391.1 hypothetical protein GNI_135690	1
XP_011132394.1 ring finger protein	1
XP_011131874.1 hypothetical protein GNI_122010,...	1
XP_011131872.1 putative alanine aminotransferas...	1
XP_011131871.1 putative alanine aminotransferase	1
XP_011131870.1 zinc knuckle protein	1
XP_011131869.1 hypothetical protein GNI_121780,...	1
XP_011131868.1 hypothetical protein GNI_121680,...	1
XP_011131866.1 emp24/gp25L/p24 family protein	1
XP_011131865.1 putative myosin	1
XP_011131864.1 hypothetical protein GNI_121370	1
XP_011131863.1 HECT-domain (ubiquitin-transfera...	1
XP_011131862.1 putative hemolysin	1
XP_011131861.1 hypothetical protein GNI_121340	1
XP_011131860.1 putative syntaxin	1
XP_011131859.1 protein kinase domain protein	1
XP_011131858.1 hypothetical protein GNI_121220	1
XP_011131857.1 putative N2227-like domain protein	1
XP_011131856.1 DNA polymerase	1
XP_011131855.1 putative 26S proteasome subunit	1
XP_011131854.1 zinc finger protein	1
XP_011131853.1 hypothetical protein GNI_121080	1
XP_011131852.1 putative transmembrane protein	1
XP_011131851.1 guanylate-binding protein	1
XP_011131873.1 putative alanine aminotransferase	1
XP_011131875.1 hypothetical protein GNI_122110	1
XP_011131899.1 putative transmembrane protein, ...	1
XP_011131876.1 transporter ATP-binding cassette...	1
XP_011131897.1 hypothetical protein GNI_122960	1
XP_011131896.1 protein kinase domain protein	1
XP_011131895.1 hypothetical protein GNI_122850	1
XP_011131894.1 hypothetical protein GNI_122840	1
XP_011131893.1 hypothetical protein GNI_122740	1
XP_011131892.1 hypothetical protein GNI_122730	1
XP_011131891.1 putative transmembrane protein	1
XP_011131890.1 putative transmembrane protein	1
XP_011131889.1 putative 40S ribosomal protein S5	1
XP_011131888.1 putative U3 small nucleolar ribo...	1
XP_011131887.1 hypothetical protein GNI_122590	1
XP_011131886.1 catalase	1
XP_011131885.1 hypothetical protein GNI_122570	1
XP_011131884.1 RNA recognition motif protein	1
XP_011131883.1 glycoside hydrolase family 3 dom...	1
XP_011131882.1 putative periplasmic beta-glucos...	1
XP_011131881.1 hypothetical protein GNI_122440	1
XP_011131880.1 putative N-ethylmaleimide sensit...	1
XP_011131879.1 hypothetical protein GNI_122330	1
XP_011131878.1 putative flagellar associated pr...	1
XP_011131877.1 putative transporter ATP-binding...	1
XP_011131850.1 putative transmembrane protein	1
XP_011131849.1 hypothetical protein GNI_120950	1
XP_011131848.1 putative transmembrane protein	1
XP_011131847.1 hypothetical protein GNI_120750	1
XP_011131821.1 hypothetical protein GNI_119500,...	1
XP_011131820.1 hypothetical protein GNI_119400,...	1
XP_011131819.1 glutathione S-transferase, carbo...	1
XP_011131818.1 hypothetical protein GNI_119200	1
XP_011131817.1 hypothetical protein GNI_119190	1
XP_011131816.1 glutathione S-transferase	1
XP_011131815.1 hypothetical protein GNI_119170	1
XP_011131814.1 hypothetical protein GNI_119160	1
XP_011131813.1 glutathione S-transferase	1
XP_011131812.1 ribosomal protein L7A	1
XP_011131811.1 putative transmembrane protein	1
XP_011131810.1 Sas10 carboxy-terminal domain pr...	1
XP_011131809.1 DNA-directed RNA polymerase beta...	1
XP_011131808.1 putative phosphopantothenate-cys...	1
XP_011131807.1 glutamine synthetase	1
XP_011131806.1 putative ubiquitin carboxyl-term...	1
XP_011131805.1 hypothetical protein GNI_118890	1
XP_011131803.1 helicase	1
XP_011131802.1 peptide methionine sulfoxide red...	1
XP_011131801.1 peptide methionine sulfoxide red...	1
XP_011131800.1 putative 60S ribosomal protein L24	1
XP_011131822.1 hypothetical protein GNI_119600,...	1
XP_011131823.1 hypothetical protein GNI_119700,...	1
XP_011131824.1 hypothetical protein GNI_119800	1
XP_011131836.1 RNA-directed DNA polymerase, par...	1
XP_011131846.1 hypothetical protein GNI_120740	1
XP_011131845.1 hypothetical protein GNI_120730	1
XP_011131844.1 hypothetical protein GNI_120720	1
XP_011131843.1 proteasome activator complex sub...	1
XP_011131842.1 hypothetical protein GNI_120700	1
XP_011131841.1 poly(A) polymerase central domai...	1
XP_011131839.1 hypothetical protein GNI_120490	1
XP_011131838.1 phenylalanyl-tRNA synthetase bet...	1
XP_011131837.1 hypothetical protein GNI_120470	1
XP_011131835.1 hypothetical protein GNI_120360,...	1
XP_011131825.1 hypothetical protein GNI_119810	1
XP_011131834.1 Gag-pol polyprotein	1
XP_011131833.1 hypothetical protein GNI_120250	1
XP_011131832.1 hypothetical protein GNI_120150	1
XP_011131831.1 hypothetical protein GNI_120140	1
XP_011131830.1 hypothetical protein GNI_120130	1
XP_011131829.1 hypothetical protein GNI_120030	1
XP_011131828.1 hypothetical protein GNI_119930,...	1
XP_011131827.1 hypothetical protein GNI_119830	1
XP_011131826.1 hypothetical protein GNI_119820	1
XP_011131898.1 putative transmembrane protein	1
XP_011131900.1 metacaspase	1
XP_011132393.1 hypothetical protein GNI_135710	1
XP_011131973.1 putative nicotinate-nucleotide a...	1
XP_011131971.1 hypothetical protein GNI_124510	1
XP_011131970.1 hypothetical protein GNI_124410	1
XP_011131969.1 WD domain, G-beta repeat protein	1
XP_011131968.1 putative alcohol dehydrogenase	1
XP_011131967.1 hypothetical protein GNI_124380	1
XP_011131966.1 putative transmembrane protein	1
XP_011131965.1 glycosyltransferase-like family ...	1
XP_011131964.1 hypothetical protein GNI_124350	1
XP_011131963.1 putative transmembrane protein	1
XP_011131962.1 hypothetical protein GNI_124330	1
XP_011131961.1 putative transmembrane protein	1
XP_011131960.1 ubiquitin-conjugating enzyme	1
XP_011131959.1 hypothetical protein GNI_124300	1
XP_011131958.1 hypothetical protein GNI_124290	1
XP_011131957.1 hypothetical protein GNI_124280	1
XP_011131956.1 AAA domain protein	1
XP_011131955.1 40s ribosomal protein S13	1
XP_011131954.1 hypothetical protein GNI_124160	1
XP_011131953.1 hypothetical protein GNI_124150	1
XP_011131952.1 calmodulin	1
XP_011131951.1 hypothetical protein GNI_124130	1
XP_011131972.1 CRAL/TRIO domain protein	1
XP_011131974.1 nucleosome assembly protein	1
XP_011131901.1 hypothetical protein GNI_123090	1
XP_011131975.1 hypothetical protein GNI_124550	1
XP_011131996.1 putative transmembrane protein	1
XP_011131995.1 putative transmembrane protein	1
XP_011131994.1 putative transmembrane protein	1
XP_011131993.1 putative zinc-finger Ran-binding...	1
XP_011131992.1 HECT-domain (ubiquitin-transfera...	1
XP_011131991.1 homoserine dehydrogenase	1
XP_011131990.1 RNase P subunit p30	1
XP_011131989.1 hypothetical protein GNI_125330	1
XP_011131988.1 hypothetical protein GNI_125220	1
XP_011131987.1 hypothetical protein GNI_125210	1
XP_011131986.1 hypothetical protein GNI_125200	1
XP_011131985.1 putative transmembrane protein	1
XP_011131984.1 putative Pol protein, partial	1
XP_011131983.1 putative transmembrane protein	1
XP_011131982.1 RNA-directed DNA polymerase, par...	1
XP_011131981.1 RNA-directed DNA polymerase	1
XP_011131980.1 hypothetical protein GNI_124690	1
XP_011131979.1 integrase core domain protein	1
XP_011131978.1 hypothetical protein GNI_124670	1
XP_011131977.1 hypothetical protein GNI_124570	1
XP_011131976.1 hypothetical protein GNI_124560	1
XP_011131950.1 putative transmembrane protein	1
XP_011131949.1 putative myosin	1
XP_011131948.1 AP2 domain protein	1
XP_011131947.1 putative adrenodoxin-type ferred...	1
XP_011131922.1 hypothetical protein GNI_123570	1
XP_011131921.1 cysteine desulfurase	1
XP_011131920.1 putative transmembrane protein	1
XP_011131919.1 PAP2 superfamily protein, partial	1
XP_011131918.1 helicase	1
XP_011131917.1 putative metacaspase	1
